Time between frames (s): 0.1
Time (s): 0
# NucRegions: 
# xmin, ymin, xmax, ymax
!NC, -1e-06, -1e-06, 1e-06
nActin: 10 nSubunits: 30
# actinID, SubunitID, birthtime (s), xStart (m), yStart (m), xEnd (m), yEnd (m), pointed capped, barbed capped, branch
0, 0, 0, -7.94228394e-07, -8.684261844e-07, -8.006620892e-07, -8.597516489e-07, 0, 0, 0
0, 1, 0, -8.006620892e-07, -8.597516489e-07, -8.135294796e-07, -8.424025779e-07, 0, 0, 0
0, 2, 0, -8.135294796e-07, -8.424025779e-07, -8.199631748e-07, -8.337280424e-07, 0, 0, 0
1, 3, 0, -1.102964021e-06, -1.115151487e-06, -1.116956985e-06, -1.124583485e-06, 0, 0, 0
1, 4, 0, -1.116956985e-06, -1.124583485e-06, -1.144942912e-06, -1.143447482e-06, 0, 0, 0
1, 5, 0, -1.144942912e-06, -1.143447482e-06, -1.158935876e-06, -1.15287948e-06, 0, 0, 0
2, 6, 0, -1.109131756e-06, -7.681110983e-07, -1.120540379e-06, -7.639318869e-07, 0, 0, 0
2, 7, 0, -1.120540379e-06, -7.639318869e-07, -1.143357626e-06, -7.555734642e-07, 0, 0, 0
2, 8, 0, -1.143357626e-06, -7.555734642e-07, -1.15476625e-06, -7.513942528e-07, 0, 0, 0
3, 9, 0, -6.709084865e-07, -7.00202505e-07, -6.664736134e-07, -6.811365006e-07, 0, 0, 0
3, 10, 0, -6.664736134e-07, -6.811365006e-07, -6.576038672e-07, -6.430044917e-07, 0, 0, 0
3, 11, 0, -6.576038672e-07, -6.430044917e-07, -6.531689941e-07, -6.239384872e-07, 0, 0, 0
4, 12, 0, -1.009150993e-06, -1.016358482e-06, -1.01038824e-06, -1.037246872e-06, 0, 0, 0
4, 13, 0, -1.01038824e-06, -1.037246872e-06, -1.012862735e-06, -1.079023653e-06, 0, 0, 0
4, 14, 0, -1.012862735e-06, -1.079023653e-06, -1.014099982e-06, -1.099912043e-06, 0, 0, 0
5, 15, 0, -4.8053473e-07, -1.709104174e-06, -4.985184798e-07, -1.716834981e-06, 0, 0, 0
5, 16, 0, -4.985184798e-07, -1.716834981e-06, -5.344859795e-07, -1.732296593e-06, 0, 0, 0
5, 17, 0, -5.344859795e-07, -1.732296593e-06, -5.524697293e-07, -1.7400274e-06, 0, 0, 0
6, 18, 0, -1.004878069e-06, -2.648829418e-07, -1.012962987e-06, -2.45582949e-07, 0, 0, 0
6, 19, 0, -1.012962987e-06, -2.45582949e-07, -1.029132824e-06, -2.069829635e-07, 0, 0, 0
6, 20, 0, -1.029132824e-06, -2.069829635e-07, -1.037217742e-06, -1.876829707e-07, 0, 0, 0
7, 21, 0, -1.620662067e-06, -1.096937144e-06, -1.632044031e-06, -1.110295788e-06, 0, 0, 0
7, 22, 0, -1.632044031e-06, -1.110295788e-06, -1.654807961e-06, -1.137013076e-06, 0, 0, 0
7, 23, 0, -1.654807961e-06, -1.137013076e-06, -1.666189926e-06, -1.150371721e-06, 0, 0, 0
8, 24, 0, -9.051657441e-07, -1.079638256e-06, -9.068311759e-07, -1.099819655e-06, 0, 0, 0
8, 25, 0, -9.068311759e-07, -1.099819655e-06, -9.101620396e-07, -1.140182451e-06, 0, 0, 0
8, 26, 0, -9.101620396e-07, -1.140182451e-06, -9.118274715e-07, -1.16036385e-06, 0, 0, 0
9, 27, 0, -9.587857944e-07, -7.078091609e-07, -9.737923989e-07, -7.169088488e-07, 0, 0, 0
9, 28, 0, -9.737923989e-07, -7.169088488e-07, -1.003805608e-06, -7.351082247e-07, 0, 0, 0
9, 29, 0, -1.003805608e-06, -7.351082247e-07, -1.018812213e-06, -7.442079126e-07, 0, 0, 0
#--------------------------------------------------
Time (s): 2
# NucRegions: 
# xmin, ymin, xmax, ymax
!NC, -1e-06, -1e-06, 1e-06
nActin: 10 nSubunits: 30
# actinID, SubunitID, birthtime (s), xStart (m), yStart (m), xEnd (m), yEnd (m), pointed capped, barbed capped, branch
0, 0, 0, -7.94228394e-07, -8.684261844e-07, -8.006620892e-07, -8.597516489e-07, 0, 0, 0
0, 1, 0, -8.006620892e-07, -8.597516489e-07, -8.135294796e-07, -8.424025779e-07, 0, 0, 0
0, 2, 0, -8.135294796e-07, -8.424025779e-07, -8.199631748e-07, -8.337280424e-07, 0, 0, 0
1, 3, 0, -1.100725147e-06, -1.113642367e-06, -1.116397266e-06, -1.124206205e-06, 0, 0, 0
1, 4, 0, -1.116397266e-06, -1.124206205e-06, -1.147741505e-06, -1.145333882e-06, 0, 0, 0
1, 5, 0, -1.147741505e-06, -1.145333882e-06, -1.163413624e-06, -1.15589772e-06, 0, 0, 0
2, 6, 0, -1.109131756e-06, -7.681110983e-07, -1.121174192e-06, -7.636997085e-07, 0, 0, 0
2, 7, 0, -1.121174192e-06, -7.636997085e-07, -1.145259064e-06, -7.548769289e-07, 0, 0, 0
2, 8, 0, -1.145259064e-06, -7.548769289e-07, -1.1573015e-06, -7.504655391e-07, 0, 0, 0
3, 9, 0, -6.709084865e-07, -7.00202505e-07, -6.661677601e-07, -6.798216037e-07, 0, 0, 0
3, 10, 0, -6.661677601e-07, -6.798216037e-07, -6.566863073e-07, -6.390598011e-07, 0, 0, 0
3, 11, 0, -6.566863073e-07, -6.390598011e-07, -6.519455808e-07, -6.186788998e-07, 0, 0, 0
4, 12, 0, -1.009150993e-06, -1.016358482e-06, -1.010428152e-06, -1.037920691e-06, 0, 0, 0
4, 13, 0, -1.010428152e-06, -1.037920691e-06, -1.012982468e-06, -1.08104511e-06, 0, 0, 0
4, 14, 0, -1.012982468e-06, -1.08104511e-06, -1.014259627e-06, -1.102607319e-06, 0, 0, 0
5, 15, 0, -4.8053473e-07, -1.709104174e-06, -4.991386091e-07, -1.71710156e-06, 0, 0, 0
5, 16, 0, -4.991386091e-07, -1.71710156e-06, -5.363463674e-07, -1.733096332e-06, 0, 0, 0
5, 17, 0, -5.363463674e-07, -1.733096332e-06, -5.549502466e-07, -1.741093718e-06, 0, 0, 0
6, 18, 0, -1.004878069e-06, -2.648829418e-07, -1.013223791e-06, -2.449603686e-07, 0, 0, 0
6, 19, 0, -1.013223791e-06, -2.449603686e-07, -1.029915235e-06, -2.051152222e-07, 0, 0, 0
6, 20, 0, -1.029915235e-06, -2.051152222e-07, -1.038260957e-06, -1.851926491e-07, 0, 0, 0
7, 21, 0, -1.620662067e-06, -1.096937144e-06, -1.632481799e-06, -1.110809582e-06, 0, 0, 0
7, 22, 0, -1.632481799e-06, -1.110809582e-06, -1.656121265e-06, -1.138554459e-06, 0, 0, 0
7, 23, 0, -1.656121265e-06, -1.138554459e-06, -1.667940997e-06, -1.152426897e-06, 0, 0, 0
8, 24, 0, -9.051657441e-07, -1.079638256e-06, -9.068311759e-07, -1.099819655e-06, 0, 0, 0
8, 25, 0, -9.068311759e-07, -1.099819655e-06, -9.101620396e-07, -1.140182451e-06, 0, 0, 0
8, 26, 0, -9.101620396e-07, -1.140182451e-06, -9.118274715e-07, -1.16036385e-06, 0, 0, 0
9, 27, 0, -9.587857944e-07, -7.078091609e-07, -9.737923989e-07, -7.169088488e-07, 0, 0, 0
9, 28, 0, -9.737923989e-07, -7.169088488e-07, -1.003805608e-06, -7.351082247e-07, 0, 0, 0
9, 29, 0, -1.003805608e-06, -7.351082247e-07, -1.018812213e-06, -7.442079126e-07, 0, 0, 0
#--------------------------------------------------
Time (s): 2.1
# NucRegions: 
# xmin, ymin, xmax, ymax
!NC, -1e-06, -1e-06, 1e-06
nActin: 10 nSubunits: 30
# actinID, SubunitID, birthtime (s), xStart (m), yStart (m), xEnd (m), yEnd (m), pointed capped, barbed capped, branch
0, 0, 0, -7.926199702e-07, -8.705948182e-07, -7.994557713e-07, -8.613781243e-07, 0, 0, 0
0, 1, 0, -7.994557713e-07, -8.613781243e-07, -8.131273736e-07, -8.429447364e-07, 0, 0, 0
0, 2, 0, -8.131273736e-07, -8.429447364e-07, -8.199631748e-07, -8.337280424e-07, 0, 0, 0
1, 3, 0, -1.100725147e-06, -1.113642367e-06, -1.116397266e-06, -1.124206205e-06, 0, 0, 0
1, 4, 0, -1.116397266e-06, -1.124206205e-06, -1.147741505e-06, -1.145333882e-06, 0, 0, 0
1, 5, 0, -1.147741505e-06, -1.145333882e-06, -1.163413624e-06, -1.15589772e-06, 0, 0, 0
2, 6, 0, -1.109131756e-06, -7.681110983e-07, -1.121808004e-06, -7.634675301e-07, 0, 0, 0
2, 7, 0, -1.121808004e-06, -7.634675301e-07, -1.147160501e-06, -7.541803937e-07, 0, 0, 0
2, 8, 0, -1.147160501e-06, -7.541803937e-07, -1.159836749e-06, -7.495368255e-07, 0, 0, 0
3, 9, 0, -6.709084865e-07, -7.00202505e-07, -6.660148334e-07, -6.791641553e-07, 0, 0, 0
3, 10, 0, -6.660148334e-07, -6.791641553e-07, -6.562275273e-07, -6.370874558e-07, 0, 0, 0
3, 11, 0, -6.562275273e-07, -6.370874558e-07, -6.513338742e-07, -6.160491061e-07, 0, 0, 0
4, 12, 0, -1.009150993e-06, -1.016358482e-06, -1.010428152e-06, -1.037920691e-06, 0, 0, 0
4, 13, 0, -1.010428152e-06, -1.037920691e-06, -1.012982468e-06, -1.08104511e-06, 0, 0, 0
4, 14, 0, -1.012982468e-06, -1.08104511e-06, -1.014259627e-06, -1.102607319e-06, 0, 0, 0
5, 15, 0, -4.8053473e-07, -1.709104174e-06, -4.991386091e-07, -1.71710156e-06, 0, 0, 0
5, 16, 0, -4.991386091e-07, -1.71710156e-06, -5.363463674e-07, -1.733096332e-06, 0, 0, 0
5, 17, 0, -5.363463674e-07, -1.733096332e-06, -5.549502466e-07, -1.741093718e-06, 0, 0, 0
6, 18, 0, -1.004878069e-06, -2.648829418e-07, -1.013745398e-06, -2.437152078e-07, 0, 0, 0
6, 19, 0, -1.013745398e-06, -2.437152078e-07, -1.031480058e-06, -2.013797398e-07, 0, 0, 0
6, 20, 0, -1.031480058e-06, -2.013797398e-07, -1.040347388e-06, -1.802120058e-07, 0, 0, 0
7, 21, 0, -1.620662067e-06, -1.096937144e-06, -1.632481799e-06, -1.110809582e-06, 0, 0, 0
7, 22, 0, -1.632481799e-06, -1.110809582e-06, -1.656121265e-06, -1.138554459e-06, 0, 0, 0
7, 23, 0, -1.656121265e-06, -1.138554459e-06, -1.667940997e-06, -1.152426897e-06, 0, 0, 0
8, 24, 0, -9.051657441e-07, -1.079638256e-06, -9.068866903e-07, -1.100492368e-06, 0, 0, 0
8, 25, 0, -9.068866903e-07, -1.100492368e-06, -9.103285828e-07, -1.142200591e-06, 0, 0, 0
8, 26, 0, -9.103285828e-07, -1.142200591e-06, -9.120495291e-07, -1.163054703e-06, 0, 0, 0
9, 27, 0, -9.587857944e-07, -7.078091609e-07, -9.737923989e-07, -7.169088488e-07, 0, 0, 0
9, 28, 0, -9.737923989e-07, -7.169088488e-07, -1.003805608e-06, -7.351082247e-07, 0, 0, 0
9, 29, 0, -1.003805608e-06, -7.351082247e-07, -1.018812213e-06, -7.442079126e-07, 0, 0, 0
#--------------------------------------------------
Time (s): 2.2
# NucRegions: 
# xmin, ymin, xmax, ymax
!NC, -1e-06, -1e-06, 1e-06
nActin: 10 nSubunits: 30
# actinID, SubunitID, birthtime (s), xStart (m), yStart (m), xEnd (m), yEnd (m), pointed capped, barbed capped, branch
0, 0, 0, -7.926199702e-07, -8.705948182e-07, -7.998578773e-07, -8.608359658e-07, 0, 0, 0
0, 1, 0, -7.998578773e-07, -8.608359658e-07, -8.143336915e-07, -8.41318261e-07, 0, 0, 0
0, 2, 0, -8.143336915e-07, -8.41318261e-07, -8.215715986e-07, -8.315594085e-07, 0, 0, 0
1, 3, 0, -1.100725147e-06, -1.113642367e-06, -1.116956985e-06, -1.124583485e-06, 0, 0, 0
1, 4, 0, -1.116956985e-06, -1.124583485e-06, -1.149420661e-06, -1.146465721e-06, 0, 0, 0
1, 5, 0, -1.149420661e-06, -1.146465721e-06, -1.165652498e-06, -1.157406839e-06, 0, 0, 0
2, 6, 0, -1.109131756e-06, -7.681110983e-07, -1.122441816e-06, -7.632353517e-07, 0, 0, 0
2, 7, 0, -1.122441816e-06, -7.632353517e-07, -1.149061938e-06, -7.534838585e-07, 0, 0, 0
2, 8, 0, -1.149061938e-06, -7.534838585e-07, -1.162371999e-06, -7.486081118e-07, 0, 0, 0
3, 9, 0, -6.709084865e-07, -7.00202505e-07, -6.658619068e-07, -6.785067069e-07, 0, 0, 0
3, 10, 0, -6.658619068e-07, -6.785067069e-07, -6.557687473e-07, -6.351151105e-07, 0, 0, 0
3, 11, 0, -6.557687473e-07, -6.351151105e-07, -6.507221676e-07, -6.134193124e-07, 0, 0, 0
4, 12, 0, -1.009150993e-06, -1.016358482e-06, -1.010428152e-06, -1.037920691e-06, 0, 0, 0
4, 13, 0, -1.010428152e-06, -1.037920691e-06, -1.012982468e-06, -1.08104511e-06, 0, 0, 0
4, 14, 0, -1.012982468e-06, -1.08104511e-06, -1.014259627e-06, -1.102607319e-06, 0, 0, 0
5, 15, 0, -4.8053473e-07, -1.709104174e-06, -4.991386091e-07, -1.71710156e-06, 0, 0, 0
5, 16, 0, -4.991386091e-07, -1.71710156e-06, -5.363463674e-07, -1.733096332e-06, 0, 0, 0
5, 17, 0, -5.363463674e-07, -1.733096332e-06, -5.549502466e-07, -1.741093718e-06, 0, 0, 0
6, 18, 0, -1.004878069e-06, -2.648829418e-07, -1.014267006e-06, -2.42470047e-07, 0, 0, 0
6, 19, 0, -1.014267006e-06, -2.42470047e-07, -1.033044881e-06, -1.976442573e-07, 0, 0, 0
6, 20, 0, -1.033044881e-06, -1.976442573e-07, -1.042433818e-06, -1.752313625e-07, 0, 0, 0
7, 21, 0, -1.620662067e-06, -1.096937144e-06, -1.632481799e-06, -1.110809582e-06, 0, 0, 0
7, 22, 0, -1.632481799e-06, -1.110809582e-06, -1.656121265e-06, -1.138554459e-06, 0, 0, 0
7, 23, 0, -1.656121265e-06, -1.138554459e-06, -1.667940997e-06, -1.152426897e-06, 0, 0, 0
8, 24, 0, -9.051657441e-07, -1.079638256e-06, -9.068866903e-07, -1.100492368e-06, 0, 0, 0
8, 25, 0, -9.068866903e-07, -1.100492368e-06, -9.103285828e-07, -1.142200591e-06, 0, 0, 0
8, 26, 0, -9.103285828e-07, -1.142200591e-06, -9.120495291e-07, -1.163054703e-06, 0, 0, 0
9, 27, 0, -9.587857944e-07, -7.078091609e-07, -9.74369576e-07, -7.172588368e-07, 0, 0, 0
9, 28, 0, -9.74369576e-07, -7.172588368e-07, -1.005537139e-06, -7.361581887e-07, 0, 0, 0
9, 29, 0, -1.005537139e-06, -7.361581887e-07, -1.021120921e-06, -7.456078646e-07, 0, 0, 0
#--------------------------------------------------
Time (s): 2.3
# NucRegions: 
# xmin, ymin, xmax, ymax
!NC, -1e-06, -1e-06, 1e-06
nActin: 10 nSubunits: 30
# actinID, SubunitID, birthtime (s), xStart (m), yStart (m), xEnd (m), yEnd (m), pointed capped, barbed capped, branch
0, 0, 0, -7.910115464e-07, -8.727634521e-07, -7.990536654e-07, -8.619202828e-07, 0, 0, 0
0, 1, 0, -7.990536654e-07, -8.619202828e-07, -8.151379034e-07, -8.40233944e-07, 0, 0, 0
0, 2, 0, -8.151379034e-07, -8.40233944e-07, -8.231800224e-07, -8.293907746e-07, 0, 0, 0
1, 3, 0, -1.100725147e-06, -1.113642367e-06, -1.117516703e-06, -1.124960765e-06, 0, 0, 0
1, 4, 0, -1.117516703e-06, -1.124960765e-06, -1.151099816e-06, -1.147597561e-06, 0, 0, 0
1, 5, 0, -1.151099816e-06, -1.147597561e-06, -1.167891373e-06, -1.158915959e-06, 0, 0, 0
2, 6, 0, -1.109131756e-06, -7.681110983e-07, -1.122441816e-06, -7.632353517e-07, 0, 0, 0
2, 7, 0, -1.122441816e-06, -7.632353517e-07, -1.149061938e-06, -7.534838585e-07, 0, 0, 0
2, 8, 0, -1.149061938e-06, -7.534838585e-07, -1.162371999e-06, -7.486081118e-07, 0, 0, 0
3, 9, 0, -6.715201932e-07, -7.028322987e-07, -6.661677601e-07, -6.798216037e-07, 0, 0, 0
3, 10, 0, -6.661677601e-07, -6.798216037e-07, -6.55462894e-07, -6.338002137e-07, 0, 0, 0
3, 11, 0, -6.55462894e-07, -6.338002137e-07, -6.501104609e-07, -6.107895186e-07, 0, 0, 0
4, 12, 0, -1.009150993e-06, -1.016358482e-06, -1.010468063e-06, -1.03859451e-06, 0, 0, 0
4, 13, 0, -1.010468063e-06, -1.03859451e-06, -1.013102202e-06, -1.083066567e-06, 0, 0, 0
4, 14, 0, -1.013102202e-06, -1.083066567e-06, -1.014419271e-06, -1.105302595e-06, 0, 0, 0
5, 15, 0, -4.8053473e-07, -1.709104174e-06, -4.991386091e-07, -1.71710156e-06, 0, 0, 0
5, 16, 0, -4.991386091e-07, -1.71710156e-06, -5.363463674e-07, -1.733096332e-06, 0, 0, 0
5, 17, 0, -5.363463674e-07, -1.733096332e-06, -5.549502466e-07, -1.741093718e-06, 0, 0, 0
6, 18, 0, -1.003834853e-06, -2.673732634e-07, -1.013745398e-06, -2.437152078e-07, 0, 0, 0
6, 19, 0, -1.013745398e-06, -2.437152078e-07, -1.033566489e-06, -1.963990965e-07, 0, 0, 0
6, 20, 0, -1.033566489e-06, -1.963990965e-07, -1.043477034e-06, -1.727410408e-07, 0, 0, 0
7, 21, 0, -1.620662067e-06, -1.096937144e-06, -1.633357335e-06, -1.11183717e-06, 0, 0, 0
7, 22, 0, -1.633357335e-06, -1.11183717e-06, -1.658747872e-06, -1.141637223e-06, 0, 0, 0
7, 23, 0, -1.658747872e-06, -1.141637223e-06, -1.67144314e-06, -1.156537249e-06, 0, 0, 0
8, 24, 0, -9.051657441e-07, -1.079638256e-06, -9.069422047e-07, -1.101165081e-06, 0, 0, 0
8, 25, 0, -9.069422047e-07, -1.101165081e-06, -9.10495126e-07, -1.144218731e-06, 0, 0, 0
8, 26, 0, -9.10495126e-07, -1.144218731e-06, -9.122715866e-07, -1.165745556e-06, 0, 0, 0
9, 27, 0, -9.587857944e-07, -7.078091609e-07, -9.749467531e-07, -7.176088248e-07, 0, 0, 0
9, 28, 0, -9.749467531e-07, -7.176088248e-07, -1.007268671e-06, -7.372081527e-07, 0, 0, 0
9, 29, 0, -1.007268671e-06, -7.372081527e-07, -1.023429629e-06, -7.470078166e-07, 0, 0, 0
#--------------------------------------------------
Time (s): 2.4
# NucRegions: 
# xmin, ymin, xmax, ymax
!NC, -1e-06, -1e-06, 1e-06
nActin: 10 nSubunits: 30
# actinID, SubunitID, birthtime (s), xStart (m), yStart (m), xEnd (m), yEnd (m), pointed capped, barbed capped, branch
0, 0, 0, -7.910115464e-07, -8.727634521e-07, -7.998578773e-07, -8.608359658e-07, 0, 0, 0
0, 1, 0, -7.998578773e-07, -8.608359658e-07, -8.175505391e-07, -8.369809932e-07, 0, 0, 0
0, 2, 0, -8.175505391e-07, -8.369809932e-07, -8.2639687e-07, -8.250535069e-07, 0, 0, 0
1, 3, 0, -1.100725147e-06, -1.113642367e-06, -1.118076422e-06, -1.125338045e-06, 0, 0, 0
1, 4, 0, -1.118076422e-06, -1.125338045e-06, -1.152778972e-06, -1.148729401e-06, 0, 0, 0
1, 5, 0, -1.152778972e-06, -1.148729401e-06, -1.170130247e-06, -1.160425079e-06, 0, 0, 0
2, 6, 0, -1.109131756e-06, -7.681110983e-07, -1.122441816e-06, -7.632353517e-07, 0, 0, 0
2, 7, 0, -1.122441816e-06, -7.632353517e-07, -1.149061938e-06, -7.534838585e-07, 0, 0, 0
2, 8, 0, -1.149061938e-06, -7.534838585e-07, -1.162371999e-06, -7.486081118e-07, 0, 0, 0
3, 9, 0, -6.715201932e-07, -7.028322987e-07, -6.658619068e-07, -6.785067069e-07, 0, 0, 0
3, 10, 0, -6.658619068e-07, -6.785067069e-07, -6.54545334e-07, -6.298555231e-07, 0, 0, 0
3, 11, 0, -6.54545334e-07, -6.298555231e-07, -6.488870477e-07, -6.055299312e-07, 0, 0, 0
4, 12, 0, -1.009150993e-06, -1.016358482e-06, -1.010627708e-06, -1.041289787e-06, 0, 0, 0
4, 13, 0, -1.010627708e-06, -1.041289787e-06, -1.013581136e-06, -1.091152395e-06, 0, 0, 0
4, 14, 0, -1.013581136e-06, -1.091152395e-06, -1.015057851e-06, -1.1160837e-06, 0, 0, 0
5, 15, 0, -4.8053473e-07, -1.709104174e-06, -4.991386091e-07, -1.71710156e-06, 0, 0, 0
5, 16, 0, -4.991386091e-07, -1.71710156e-06, -5.363463674e-07, -1.733096332e-06, 0, 0, 0
5, 17, 0, -5.363463674e-07, -1.733096332e-06, -5.549502466e-07, -1.741093718e-06, 0, 0, 0
6, 18, 0, -1.003834853e-06, -2.673732634e-07, -1.013745398e-06, -2.437152078e-07, 0, 0, 0
6, 19, 0, -1.013745398e-06, -2.437152078e-07, -1.033566489e-06, -1.963990965e-07, 0, 0, 0
6, 20, 0, -1.033566489e-06, -1.963990965e-07, -1.043477034e-06, -1.727410408e-07, 0, 0, 0
7, 21, 0, -1.620662067e-06, -1.096937144e-06, -1.633357335e-06, -1.11183717e-06, 0, 0, 0
7, 22, 0, -1.633357335e-06, -1.11183717e-06, -1.658747872e-06, -1.141637223e-06, 0, 0, 0
7, 23, 0, -1.658747872e-06, -1.141637223e-06, -1.67144314e-06, -1.156537249e-06, 0, 0, 0
8, 24, 0, -9.051657441e-07, -1.079638256e-06, -9.069977191e-07, -1.101837795e-06, 0, 0, 0
8, 25, 0, -9.069977191e-07, -1.101837795e-06, -9.106616692e-07, -1.146236871e-06, 0, 0, 0
8, 26, 0, -9.106616692e-07, -1.146236871e-06, -9.124936442e-07, -1.168436409e-06, 0, 0, 0
9, 27, 0, -9.587857944e-07, -7.078091609e-07, -9.755239302e-07, -7.179588128e-07, 0, 0, 0
9, 28, 0, -9.755239302e-07, -7.179588128e-07, -1.009000202e-06, -7.382581167e-07, 0, 0, 0
9, 29, 0, -1.009000202e-06, -7.382581167e-07, -1.025738338e-06, -7.484077686e-07, 0, 0, 0
#--------------------------------------------------
Time (s): 2.5
# NucRegions: 
# xmin, ymin, xmax, ymax
!NC, -1e-06, -1e-06, 1e-06
nActin: 10 nSubunits: 30
# actinID, SubunitID, birthtime (s), xStart (m), yStart (m), xEnd (m), yEnd (m), pointed capped, barbed capped, branch
0, 0, 0, -7.910115464e-07, -8.727634521e-07, -7.998578773e-07, -8.608359658e-07, 0, 0, 0
0, 1, 0, -7.998578773e-07, -8.608359658e-07, -8.175505391e-07, -8.369809932e-07, 0, 0, 0
0, 2, 0, -8.175505391e-07, -8.369809932e-07, -8.2639687e-07, -8.250535069e-07, 0, 0, 0
1, 3, 0, -1.100725147e-06, -1.113642367e-06, -1.118636141e-06, -1.125715325e-06, 0, 0, 0
1, 4, 0, -1.118636141e-06, -1.125715325e-06, -1.154458127e-06, -1.149861241e-06, 0, 0, 0
1, 5, 0, -1.154458127e-06, -1.149861241e-06, -1.172369121e-06, -1.161934199e-06, 0, 0, 0
2, 6, 0, -1.109131756e-06, -7.681110983e-07, -1.122441816e-06, -7.632353517e-07, 0, 0, 0
2, 7, 0, -1.122441816e-06, -7.632353517e-07, -1.149061938e-06, -7.534838585e-07, 0, 0, 0
2, 8, 0, -1.149061938e-06, -7.534838585e-07, -1.162371999e-06, -7.486081118e-07, 0, 0, 0
3, 9, 0, -6.721318998e-07, -7.054620924e-07, -6.661677601e-07, -6.798216037e-07, 0, 0, 0
3, 10, 0, -6.661677601e-07, -6.798216037e-07, -6.542394807e-07, -6.285406262e-07, 0, 0, 0
3, 11, 0, -6.542394807e-07, -6.285406262e-07, -6.48275341e-07, -6.029001375e-07, 0, 0, 0
4, 12, 0, -1.009150993e-06, -1.016358482e-06, -1.010627708e-06, -1.041289787e-06, 0, 0, 0
4, 13, 0, -1.010627708e-06, -1.041289787e-06, -1.013581136e-06, -1.091152395e-06, 0, 0, 0
4, 14, 0, -1.013581136e-06, -1.091152395e-06, -1.015057851e-06, -1.1160837e-06, 0, 0, 0
5, 15, 0, -4.8053473e-07, -1.709104174e-06, -4.991386091e-07, -1.71710156e-06, 0, 0, 0
5, 16, 0, -4.991386091e-07, -1.71710156e-06, -5.363463674e-07, -1.733096332e-06, 0, 0, 0
5, 17, 0, -5.363463674e-07, -1.733096332e-06, -5.549502466e-07, -1.741093718e-06, 0, 0, 0
6, 18, 0, -1.003834853e-06, -2.673732634e-07, -1.013745398e-06, -2.437152078e-07, 0, 0, 0
6, 19, 0, -1.013745398e-06, -2.437152078e-07, -1.033566489e-06, -1.963990965e-07, 0, 0, 0
6, 20, 0, -1.033566489e-06, -1.963990965e-07, -1.043477034e-06, -1.727410408e-07, 0, 0, 0
7, 21, 0, -1.620662067e-06, -1.096937144e-06, -1.633795103e-06, -1.112350964e-06, 0, 0, 0
7, 22, 0, -1.633795103e-06, -1.112350964e-06, -1.660061176e-06, -1.143178605e-06, 0, 0, 0
7, 23, 0, -1.660061176e-06, -1.143178605e-06, -1.673194212e-06, -1.158592425e-06, 0, 0, 0
8, 24, 0, -9.051657441e-07, -1.079638256e-06, -9.069977191e-07, -1.101837795e-06, 0, 0, 0
8, 25, 0, -9.069977191e-07, -1.101837795e-06, -9.106616692e-07, -1.146236871e-06, 0, 0, 0
8, 26, 0, -9.106616692e-07, -1.146236871e-06, -9.124936442e-07, -1.168436409e-06, 0, 0, 0
9, 27, 0, -9.587857944e-07, -7.078091609e-07, -9.761011073e-07, -7.183088008e-07, 0, 0, 0
9, 28, 0, -9.761011073e-07, -7.183088008e-07, -1.010731733e-06, -7.393080807e-07, 0, 0, 0
9, 29, 0, -1.010731733e-06, -7.393080807e-07, -1.028047046e-06, -7.498077206e-07, 0, 0, 0
#--------------------------------------------------
Time (s): 2.6
# NucRegions: 
# xmin, ymin, xmax, ymax
!NC, -1e-06, -1e-06, 1e-06
nActin: 10 nSubunits: 30
# actinID, SubunitID, birthtime (s), xStart (m), yStart (m), xEnd (m), yEnd (m), pointed capped, barbed capped, branch
0, 0, 0, -7.910115464e-07, -8.727634521e-07, -8.002599832e-07, -8.602938073e-07, 0, 0, 0
0, 1, 0, -8.002599832e-07, -8.602938073e-07, -8.187568569e-07, -8.353545178e-07, 0, 0, 0
0, 2, 0, -8.187568569e-07, -8.353545178e-07, -8.280052938e-07, -8.22884873e-07, 0, 0, 0
1, 3, 0, -1.100725147e-06, -1.113642367e-06, -1.119195859e-06, -1.126092605e-06, 0, 0, 0
1, 4, 0, -1.119195859e-06, -1.126092605e-06, -1.156137283e-06, -1.150993081e-06, 0, 0, 0
1, 5, 0, -1.156137283e-06, -1.150993081e-06, -1.174607995e-06, -1.163443318e-06, 0, 0, 0
2, 6, 0, -1.109131756e-06, -7.681110983e-07, -1.123075629e-06, -7.630031733e-07, 0, 0, 0
2, 7, 0, -1.123075629e-06, -7.630031733e-07, -1.150963375e-06, -7.527873232e-07, 0, 0, 0
2, 8, 0, -1.150963375e-06, -7.527873232e-07, -1.164907249e-06, -7.476793982e-07, 0, 0, 0
3, 9, 0, -6.721318998e-07, -7.054620924e-07, -6.660148334e-07, -6.791641553e-07, 0, 0, 0
3, 10, 0, -6.660148334e-07, -6.791641553e-07, -6.537807007e-07, -6.265682809e-07, 0, 0, 0
3, 11, 0, -6.537807007e-07, -6.265682809e-07, -6.476636344e-07, -6.002703438e-07, 0, 0, 0
4, 12, 0, -1.009150993e-06, -1.016358482e-06, -1.010627708e-06, -1.041289787e-06, 0, 0, 0
4, 13, 0, -1.010627708e-06, -1.041289787e-06, -1.013581136e-06, -1.091152395e-06, 0, 0, 0
4, 14, 0, -1.013581136e-06, -1.091152395e-06, -1.015057851e-06, -1.1160837e-06, 0, 0, 0
