Time between frames (s): 0.1
Time (s): 0
# NucRegions: 
# xmin, ymin, xmax, ymax
!NC, -1e-06, -1e-06, 1e-06
nActin: 10 nSubunits: 30
# actinID, SubunitID, birthtime (s), xStart (m), yStart (m), xEnd (m), yEnd (m), pointed capped, barbed capped, branch
7, 22, 0, -1.648241443e-06, -1.129306166e-06, -1.706902338e-06, -1.198154564e-06, 0, 0, 0
7, 23, 0, -1.706902338e-06, -1.198154564e-06, -1.736232786e-06, -1.232578763e-06, 0, 0, 0
8, 24, 0, -9.051657441e-07, -1.079638256e-06, -9.085521222e-07, -1.120673766e-06, 0, 0, 0
8, 25, 0, -9.085521222e-07, -1.120673766e-06, -9.153248784e-07, -1.202744786e-06, 0, 0, 0
8, 26, 0, -9.153248784e-07, -1.202744786e-06, -9.187112565e-07, -1.243780296e-06, 0, 0, 0
9, 27, 0, -9.541683776e-07, -7.050092569e-07, -9.841815867e-07, -7.232086328e-07, 0, 0, 0
9, 28, 0, -9.841815867e-07, -7.232086328e-07, -1.044208005e-06, -7.596073845e-07, 0, 0, 0
9, 29, 0, -1.044208005e-06, -7.596073845e-07, -1.074221214e-06, -7.778067604e-07, 0, 0, 0
#--------------------------------------------------
Time (s): 5.4
# NucRegions: 
# xmin, ymin, xmax, ymax
!NC, -1e-06, -1e-06, 1e-06
nActin: 10 nSubunits: 30
# actinID, SubunitID, birthtime (s), xStart (m), yStart (m), xEnd (m), yEnd (m), pointed capped, barbed capped, branch
0, 0, 0, -7.894031226e-07, -8.74932086e-07, -8.09910526e-07, -8.472820041e-07, 0, 0, 0
0, 1, 0, -8.09910526e-07, -8.472820041e-07, -8.50925333e-07, -7.919818403e-07, 0, 0, 0
0, 2, 0, -8.50925333e-07, -7.919818403e-07, -8.714327364e-07, -7.643317584e-07, 0, 0, 0
1, 3, 0, -1.098486273e-06, -1.112133247e-06, -1.137666571e-06, -1.138542843e-06, 0, 0, 0
1, 4, 0, -1.137666571e-06, -1.138542843e-06, -1.216027167e-06, -1.191362034e-06, 0, 0, 0
1, 5, 0, -1.216027167e-06, -1.191362034e-06, -1.255207466e-06, -1.217771629e-06, 0, 0, 0
2, 6, 0, -1.109131756e-06, -7.681110983e-07, -1.142723814e-06, -7.558056426e-07, 0, 0, 0
2, 7, 0, -1.142723814e-06, -7.558056426e-07, -1.209907931e-06, -7.31194731e-07, 0, 0, 0
2, 8, 0, -1.209907931e-06, -7.31194731e-07, -1.243499989e-06, -7.188892753e-07, 0, 0, 0
3, 9, 0, -6.733553131e-07, -7.107216799e-07, -6.628033736e-07, -6.653577383e-07, 0, 0, 0
3, 10, 0, -6.628033736e-07, -6.653577383e-07, -6.416994947e-07, -5.74629855e-07, 0, 0, 0
3, 11, 0, -6.416994947e-07, -5.74629855e-07, -6.311475552e-07, -5.292659134e-07, 0, 0, 0
4, 12, 0, -1.009150993e-06, -1.016358482e-06, -1.011745221e-06, -1.06015672e-06, 0, 0, 0
4, 13, 0, -1.011745221e-06, -1.06015672e-06, -1.016933677e-06, -1.147753195e-06, 0, 0, 0
4, 14, 0, -1.016933677e-06, -1.147753195e-06, -1.019527905e-06, -1.191551432e-06, 0, 0, 0
5, 15, 0, -4.706126611e-07, -1.704838902e-06, -5.065801608e-07, -1.720300514e-06, 0, 0, 0
5, 16, 0, -5.065801608e-07, -1.720300514e-06, -5.785151601e-07, -1.75122374e-06, 0, 0, 0
5, 17, 0, -5.785151601e-07, -1.75122374e-06, -6.144826598e-07, -1.766685352e-06, 0, 0, 0
6, 18, 0, -1.001748423e-06, -2.723539067e-07, -1.018179063e-06, -2.331313408e-07, 0, 0, 0
6, 19, 0, -1.018179063e-06, -2.331313408e-07, -1.051040344e-06, -1.546862089e-07, 0, 0, 0
6, 20, 0, -1.051040344e-06, -1.546862089e-07, -1.067470985e-06, -1.154636429e-07, 0, 0, 0
7, 21, 0, -1.618910995e-06, -1.094881967e-06, -1.648241443e-06, -1.129306166e-06, 0, 0, 0
7, 22, 0, -1.648241443e-06, -1.129306166e-06, -1.706902338e-06, -1.198154564e-06, 0, 0, 0
7, 23, 0, -1.706902338e-06, -1.198154564e-06, -1.736232786e-06, -1.232578763e-06, 0, 0, 0
8, 24, 0, -9.051657441e-07, -1.079638256e-06, -9.08663151e-07, -1.122019193e-06, 0, 0, 0
8, 25, 0, -9.08663151e-07, -1.122019193e-06, -9.156579647e-07, -1.206781066e-06, 0, 0, 0
8, 26, 0, -9.156579647e-07, -1.206781066e-06, -9.191553716e-07, -1.249162002e-06, 0, 0, 0
9, 27, 0, -9.541683776e-07, -7.050092569e-07, -9.847587638e-07, -7.235586208e-07, 0, 0, 0
9, 28, 0, -9.847587638e-07, -7.235586208e-07, -1.045939536e-06, -7.606573485e-07, 0, 0, 0
9, 29, 0, -1.045939536e-06, -7.606573485e-07, -1.076529922e-06, -7.792067124e-07, 0, 0, 0
#--------------------------------------------------
Time (s): 5.5
# NucRegions: 
# xmin, ymin, xmax, ymax
!NC, -1e-06, -1e-06, 1e-06
nActin: 10 nSubunits: 30
# actinID, SubunitID, birthtime (s), xStart (m), yStart (m), xEnd (m), yEnd (m), pointed capped, barbed capped, branch
0, 0, 0, -7.894031226e-07, -8.74932086e-07, -8.09910526e-07, -8.472820041e-07, 0, 0, 0
0, 1, 0, -8.09910526e-07, -8.472820041e-07, -8.50925333e-07, -7.919818403e-07, 0, 0, 0
0, 2, 0, -8.50925333e-07, -7.919818403e-07, -8.714327364e-07, -7.643317584e-07, 0, 0, 0
1, 3, 0, -1.098486273e-06, -1.112133247e-06, -1.13822629e-06, -1.138920123e-06, 0, 0, 0
1, 4, 0, -1.13822629e-06, -1.138920123e-06, -1.217706323e-06, -1.192493874e-06, 0, 0, 0
1, 5, 0, -1.217706323e-06, -1.192493874e-06, -1.25744634e-06, -1.219280749e-06, 0, 0, 0
2, 6, 0, -1.109131756e-06, -7.681110983e-07, -1.143991439e-06, -7.553412857e-07, 0, 0, 0
2, 7, 0, -1.143991439e-06, -7.553412857e-07, -1.213710805e-06, -7.298016606e-07, 0, 0, 0
2, 8, 0, -1.213710805e-06, -7.298016606e-07, -1.248570488e-06, -7.17031848e-07, 0, 0, 0
3, 9, 0, -6.733553131e-07, -7.107216799e-07, -6.628033736e-07, -6.653577383e-07, 0, 0, 0
3, 10, 0, -6.628033736e-07, -6.653577383e-07, -6.416994947e-07, -5.74629855e-07, 0, 0, 0
3, 11, 0, -6.416994947e-07, -5.74629855e-07, -6.311475552e-07, -5.292659134e-07, 0, 0, 0
4, 12, 0, -1.009150993e-06, -1.016358482e-06, -1.011825044e-06, -1.061504358e-06, 0, 0, 0
4, 13, 0, -1.011825044e-06, -1.061504358e-06, -1.017173144e-06, -1.151796109e-06, 0, 0, 0
4, 14, 0, -1.017173144e-06, -1.151796109e-06, -1.019847195e-06, -1.196941984e-06, 0, 0, 0
5, 15, 0, -4.706126611e-07, -1.704838902e-06, -5.065801608e-07, -1.720300514e-06, 0, 0, 0
5, 16, 0, -5.065801608e-07, -1.720300514e-06, -5.785151601e-07, -1.75122374e-06, 0, 0, 0
5, 17, 0, -5.785151601e-07, -1.75122374e-06, -6.144826598e-07, -1.766685352e-06, 0, 0, 0
6, 18, 0, -1.001748423e-06, -2.723539067e-07, -1.018961475e-06, -2.312635995e-07, 0, 0, 0
6, 19, 0, -1.018961475e-06, -2.312635995e-07, -1.053387579e-06, -1.490829852e-07, 0, 0, 0
6, 20, 0, -1.053387579e-06, -1.490829852e-07, -1.07060063e-06, -1.07992678e-07, 0, 0, 0
7, 21, 0, -1.618910995e-06, -1.094881967e-06, -1.648241443e-06, -1.129306166e-06, 0, 0, 0
7, 22, 0, -1.648241443e-06, -1.129306166e-06, -1.706902338e-06, -1.198154564e-06, 0, 0, 0
7, 23, 0, -1.706902338e-06, -1.198154564e-06, -1.736232786e-06, -1.232578763e-06, 0, 0, 0
8, 24, 0, -9.051657441e-07, -1.079638256e-06, -9.088296941e-07, -1.124037333e-06, 0, 0, 0
8, 25, 0, -9.088296941e-07, -1.124037333e-06, -9.161575943e-07, -1.212835485e-06, 0, 0, 0
8, 26, 0, -9.161575943e-07, -1.212835485e-06, -9.198215444e-07, -1.257234561e-06, 0, 0, 0
9, 27, 0, -9.541683776e-07, -7.050092569e-07, -9.853359409e-07, -7.239086088e-07, 0, 0, 0
9, 28, 0, -9.853359409e-07, -7.239086088e-07, -1.047671067e-06, -7.617073125e-07, 0, 0, 0
9, 29, 0, -1.047671067e-06, -7.617073125e-07, -1.078838631e-06, -7.806066644e-07, 0, 0, 0
#--------------------------------------------------
Time (s): 5.6
# NucRegions: 
# xmin, ymin, xmax, ymax
!NC, -1e-06, -1e-06, 1e-06
nActin: 10 nSubunits: 30
# actinID, SubunitID, birthtime (s), xStart (m), yStart (m), xEnd (m), yEnd (m), pointed capped, barbed capped, branch
0, 0, 0, -7.877946988e-07, -8.771007199e-07, -8.095084201e-07, -8.478241626e-07, 0, 0, 0
0, 1, 0, -8.095084201e-07, -8.478241626e-07, -8.529358627e-07, -7.89271048e-07, 0, 0, 0
0, 2, 0, -8.529358627e-07, -7.89271048e-07, -8.74649584e-07, -7.599944907e-07, 0, 0, 0
1, 3, 0, -1.096247399e-06, -1.110624127e-06, -1.136547134e-06, -1.137788283e-06, 0, 0, 0
1, 4, 0, -1.136547134e-06, -1.137788283e-06, -1.217146605e-06, -1.192116594e-06, 0, 0, 0
1, 5, 0, -1.217146605e-06, -1.192116594e-06, -1.25744634e-06, -1.219280749e-06, 0, 0, 0
2, 6, 0, -1.109131756e-06, -7.681110983e-07, -1.143991439e-06, -7.553412857e-07, 0, 0, 0
2, 7, 0, -1.143991439e-06, -7.553412857e-07, -1.213710805e-06, -7.298016606e-07, 0, 0, 0
2, 8, 0, -1.213710805e-06, -7.298016606e-07, -1.248570488e-06, -7.17031848e-07, 0, 0, 0
3, 9, 0, -6.733553131e-07, -7.107216799e-07, -6.628033736e-07, -6.653577383e-07, 0, 0, 0
3, 10, 0, -6.628033736e-07, -6.653577383e-07, -6.416994947e-07, -5.74629855e-07, 0, 0, 0
3, 11, 0, -6.416994947e-07, -5.74629855e-07, -6.311475552e-07, -5.292659134e-07, 0, 0, 0
4, 12, 0, -1.009150993e-06, -1.016358482e-06, -1.011904866e-06, -1.062851996e-06, 0, 0, 0
4, 13, 0, -1.011904866e-06, -1.062851996e-06, -1.017412611e-06, -1.155839023e-06, 0, 0, 0
4, 14, 0, -1.017412611e-06, -1.155839023e-06, -1.020166484e-06, -1.202332537e-06, 0, 0, 0
5, 15, 0, -4.706126611e-07, -1.704838902e-06, -5.072002901e-07, -1.720567094e-06, 0, 0, 0
5, 16, 0, -5.072002901e-07, -1.720567094e-06, -5.803755481e-07, -1.752023478e-06, 0, 0, 0
5, 17, 0, -5.803755481e-07, -1.752023478e-06, -6.16963177e-07, -1.767751671e-06, 0, 0, 0
6, 18, 0, -1.001748423e-06, -2.723539067e-07, -1.018961475e-06, -2.312635995e-07, 0, 0, 0
6, 19, 0, -1.018961475e-06, -2.312635995e-07, -1.053387579e-06, -1.490829852e-07, 0, 0, 0
6, 20, 0, -1.053387579e-06, -1.490829852e-07, -1.07060063e-06, -1.07992678e-07, 0, 0, 0
7, 21, 0, -1.618910995e-06, -1.094881967e-06, -1.648679211e-06, -1.12981996e-06, 0, 0, 0
7, 22, 0, -1.648679211e-06, -1.12981996e-06, -1.708215642e-06, -1.199695946e-06, 0, 0, 0
7, 23, 0, -1.708215642e-06, -1.199695946e-06, -1.737983857e-06, -1.234633939e-06, 0, 0, 0
8, 24, 0, -9.051657441e-07, -1.079638256e-06, -9.089407229e-07, -1.125382759e-06, 0, 0, 0
8, 25, 0, -9.089407229e-07, -1.125382759e-06, -9.164906807e-07, -1.216871765e-06, 0, 0, 0
8, 26, 0, -9.164906807e-07, -1.216871765e-06, -9.202656595e-07, -1.262616268e-06, 0, 0, 0
9, 27, 0, -9.541683776e-07, -7.050092569e-07, -9.853359409e-07, -7.239086088e-07, 0, 0, 0
9, 28, 0, -9.853359409e-07, -7.239086088e-07, -1.047671067e-06, -7.617073125e-07, 0, 0, 0
9, 29, 0, -1.047671067e-06, -7.617073125e-07, -1.078838631e-06, -7.806066644e-07, 0, 0, 0
#--------------------------------------------------
Time (s): 5.7
# NucRegions: 
# xmin, ymin, xmax, ymax
!NC, -1e-06, -1e-06, 1e-06
nActin: 10 nSubunits: 30
# actinID, SubunitID, birthtime (s), xStart (m), yStart (m), xEnd (m), yEnd (m), pointed capped, barbed capped, branch
0, 0, 0, -7.894031226e-07, -8.74932086e-07, -8.111168439e-07, -8.456555287e-07, 0, 0, 0
0, 1, 0, -8.111168439e-07, -8.456555287e-07, -8.545442865e-07, -7.871024141e-07, 0, 0, 0
0, 2, 0, -8.545442865e-07, -7.871024141e-07, -8.762580078e-07, -7.578258568e-07, 0, 0, 0
1, 3, 0, -1.094008525e-06, -1.109115008e-06, -1.135427697e-06, -1.137033723e-06, 0, 0, 0
1, 4, 0, -1.135427697e-06, -1.137033723e-06, -1.218266042e-06, -1.192871153e-06, 0, 0, 0
1, 5, 0, -1.218266042e-06, -1.192871153e-06, -1.259685214e-06, -1.220789869e-06, 0, 0, 0
2, 6, 0, -1.106596506e-06, -7.69039812e-07, -1.142090002e-06, -7.56037821e-07, 0, 0, 0
2, 7, 0, -1.142090002e-06, -7.56037821e-07, -1.213076993e-06, -7.30033839e-07, 0, 0, 0
2, 8, 0, -1.213076993e-06, -7.30033839e-07, -1.248570488e-06, -7.17031848e-07, 0, 0, 0
3, 9, 0, -6.733553131e-07, -7.107216799e-07, -6.626504469e-07, -6.647002898e-07, 0, 0, 0
3, 10, 0, -6.626504469e-07, -6.647002898e-07, -6.412407147e-07, -5.726575098e-07, 0, 0, 0
3, 11, 0, -6.412407147e-07, -5.726575098e-07, -6.305358486e-07, -5.266361197e-07, 0, 0, 0
4, 12, 0, -1.009150993e-06, -1.016358482e-06, -1.011904866e-06, -1.062851996e-06, 0, 0, 0
4, 13, 0, -1.011904866e-06, -1.062851996e-06, -1.017412611e-06, -1.155839023e-06, 0, 0, 0
4, 14, 0, -1.017412611e-06, -1.155839023e-06, -1.020166484e-06, -1.202332537e-06, 0, 0, 0
5, 15, 0, -4.706126611e-07, -1.704838902e-06, -5.084405487e-07, -1.721100253e-06, 0, 0, 0
5, 16, 0, -5.084405487e-07, -1.721100253e-06, -5.840963239e-07, -1.753622956e-06, 0, 0, 0
5, 17, 0, -5.840963239e-07, -1.753622956e-06, -6.219242115e-07, -1.769884307e-06, 0, 0, 0
6, 18, 0, -1.001748423e-06, -2.723539067e-07, -1.019222279e-06, -2.306410191e-07, 0, 0, 0
6, 19, 0, -1.019222279e-06, -2.306410191e-07, -1.05416999e-06, -1.472152439e-07, 0, 0, 0
6, 20, 0, -1.05416999e-06, -1.472152439e-07, -1.071643846e-06, -1.055023563e-07, 0, 0, 0
7, 21, 0, -1.618910995e-06, -1.094881967e-06, -1.649116979e-06, -1.130333754e-06, 0, 0, 0
7, 22, 0, -1.649116979e-06, -1.130333754e-06, -1.709528945e-06, -1.201237328e-06, 0, 0, 0
7, 23, 0, -1.709528945e-06, -1.201237328e-06, -1.739734929e-06, -1.236689115e-06, 0, 0, 0
8, 24, 0, -9.051657441e-07, -1.079638256e-06, -9.089962373e-07, -1.126055472e-06, 0, 0, 0
8, 25, 0, -9.089962373e-07, -1.126055472e-06, -9.166572238e-07, -1.218889905e-06, 0, 0, 0
8, 26, 0, -9.166572238e-07, -1.218889905e-06, -9.204877171e-07, -1.265307121e-06, 0, 0, 0
9, 27, 0, -9.541683776e-07, -7.050092569e-07, -9.85913118e-07, -7.242585968e-07, 0, 0, 0
9, 28, 0, -9.85913118e-07, -7.242585968e-07, -1.049402599e-06, -7.627572765e-07, 0, 0, 0
9, 29, 0, -1.049402599e-06, -7.627572765e-07, -1.081147339e-06, -7.820066164e-07, 0, 0, 0
#--------------------------------------------------
Time (s): 5.8
# NucRegions: 
# xmin, ymin, xmax, ymax
!NC, -1e-06, -1e-06, 1e-06
nActin: 10 nSubunits: 30
# actinID, SubunitID, birthtime (s), xStart (m), yStart (m), xEnd (m), yEnd (m), pointed capped, barbed capped, branch
0, 0, 0, -7.894031226e-07, -8.74932086e-07, -8.111168439e-07, -8.456555287e-07, 0, 0, 0
0, 1, 0, -8.111168439e-07, -8.456555287e-07, -8.545442865e-07, -7.871024141e-07, 0, 0, 0
0, 2, 0, -8.545442865e-07, -7.871024141e-07, -8.762580078e-07, -7.578258568e-07, 0, 0, 0
1, 3, 0, -1.096247399e-06, -1.110624127e-06, -1.137666571e-06, -1.138542843e-06, 0, 0, 0
1, 4, 0, -1.137666571e-06, -1.138542843e-06, -1.220504916e-06, -1.194380273e-06, 0, 0, 0
1, 5, 0, -1.220504916e-06, -1.194380273e-06, -1.261924088e-06, -1.222298988e-06, 0, 0, 0
2, 6, 0, -1.104061256e-06, -7.699685256e-07, -1.140822377e-06, -7.565021778e-07, 0, 0, 0
2, 7, 0, -1.140822377e-06, -7.565021778e-07, -1.214344618e-06, -7.295694821e-07, 0, 0, 0
2, 8, 0, -1.214344618e-06, -7.295694821e-07, -1.251105738e-06, -7.161031343e-07, 0, 0, 0
3, 9, 0, -6.733553131e-07, -7.107216799e-07, -6.626504469e-07, -6.647002898e-07, 0, 0, 0
3, 10, 0, -6.626504469e-07, -6.647002898e-07, -6.412407147e-07, -5.726575098e-07, 0, 0, 0
3, 11, 0, -6.412407147e-07, -5.726575098e-07, -6.305358486e-07, -5.266361197e-07, 0, 0, 0
4, 12, 0, -1.009150993e-06, -1.016358482e-06, -1.0120246e-06, -1.064873453e-06, 0, 0, 0
4, 13, 0, -1.0120246e-06, -1.064873453e-06, -1.017771812e-06, -1.161903394e-06, 0, 0, 0
4, 14, 0, -1.017771812e-06, -1.161903394e-06, -1.020645419e-06, -1.210418365e-06, 0, 0, 0
5, 15, 0, -4.706126611e-07, -1.704838902e-06, -5.103009366e-07, -1.721899992e-06, 0, 0, 0
5, 16, 0, -5.103009366e-07, -1.721899992e-06, -5.896774876e-07, -1.756022171e-06, 0, 0, 0
5, 17, 0, -5.896774876e-07, -1.756022171e-06, -6.293657631e-07, -1.773083261e-06, 0, 0, 0
6, 18, 0, -1.001748423e-06, -2.723539067e-07, -1.019483082e-06, -2.300184387e-07, 0, 0, 0
6, 19, 0, -1.019483082e-06, -2.300184387e-07, -1.054952401e-06, -1.453475027e-07, 0, 0, 0
6, 20, 0, -1.054952401e-06, -1.453475027e-07, -1.072687061e-06, -1.030120347e-07, 0, 0, 0
7, 21, 0, -1.618910995e-06, -1.094881967e-06, -1.650430282e-06, -1.131875136e-06, 0, 0, 0
7, 22, 0, -1.650430282e-06, -1.131875136e-06, -1.713468856e-06, -1.205861474e-06, 0, 0, 0
7, 23, 0, -1.713468856e-06, -1.205861474e-06, -1.744988143e-06, -1.242854643e-06, 0, 0, 0
8, 24, 0, -9.051657441e-07, -1.079638256e-06, -9.090517517e-07, -1.126728186e-06, 0, 0, 0
8, 25, 0, -9.090517517e-07, -1.126728186e-06, -9.16823767e-07, -1.220908044e-06, 0, 0, 0
8, 26, 0, -9.16823767e-07, -1.220908044e-06, -9.207097747e-07, -1.267997974e-06, 0, 0, 0
9, 27, 0, -9.541683776e-07, -7.050092569e-07, -9.85913118e-07, -7.242585968e-07, 0, 0, 0
9, 28, 0, -9.85913118e-07, -7.242585968e-07, -1.049402599e-06, -7.627572765e-07, 0, 0, 0
9, 29, 0, -1.049402599e-06, -7.627572765e-07, -1.081147339e-06, -7.820066164e-07, 0, 0, 0
#--------------------------------------------------
Time (s): 5.9
# NucRegions: 
# xmin, ymin, xmax, ymax
!NC, -1e-06, -1e-06, 1e-06
nActin: 10 nSubunits: 30
# actinID, SubunitID, birthtime (s), xStart (m), yStart (m), xEnd (m), yEnd (m), pointed capped, barbed capped, branch
0, 0, 0, -7.894031226e-07, -8.74932086e-07, -8.115189498e-07, -8.451133702e-07, 0, 0, 0
0, 1, 0, -8.115189498e-07, -8.451133702e-07, -8.557506044e-07, -7.854759387e-07, 0, 0, 0
0, 2, 0, -8.557506044e-07, -7.854759387e-07, -8.778664316e-07, -7.556572229e-07, 0, 0, 0
1, 3, 0, -1.096247399e-06, -1.110624127e-06, -1.13822629e-06, -1.138920123e-06, 0, 0, 0
1, 4, 0, -1.13822629e-06, -1.138920123e-06, -1.222184071e-06, -1.195512113e-06, 0, 0, 0
1, 5, 0, -1.222184071e-06, -1.195512113e-06, -1.264162962e-06, -1.223808108e-06, 0, 0, 0
2, 6, 0, -1.104061256e-06, -7.699685256e-07, -1.142723814e-06, -7.558056426e-07, 0, 0, 0
2, 7, 0, -1.142723814e-06, -7.558056426e-07, -1.220048929e-06, -7.274798765e-07, 0, 0, 0
2, 8, 0, -1.220048929e-06, -7.274798765e-07, -1.258711487e-06, -7.133169934e-07, 0, 0, 0
3, 9, 0, -6.733553131e-07, -7.107216799e-07, -6.624975203e-07, -6.640428414e-07, 0, 0, 0
3, 10, 0, -6.624975203e-07, -6.640428414e-07, -6.407819347e-07, -5.706851645e-07, 0, 0, 0
3, 11, 0, -6.407819347e-07, -5.706851645e-07, -6.29924142e-07, -5.24006326e-07, 0, 0, 0
4, 12, 0, -1.009150993e-06, -1.016358482e-06, -1.012104422e-06, -1.066221091e-06, 0, 0, 0
4, 13, 0, -1.012104422e-06, -1.066221091e-06, -1.018011279e-06, -1.165946309e-06, 0, 0, 0
4, 14, 0, -1.018011279e-06, -1.165946309e-06, -1.020964708e-06, -1.215808917e-06, 0, 0, 0
5, 15, 0, -4.706126611e-07, -1.704838902e-06, -5.109210659e-07, -1.722166571e-06, 0, 0, 0
5, 16, 0, -5.109210659e-07, -1.722166571e-06, -5.915378755e-07, -1.75682191e-06, 0, 0, 0
5, 17, 0, -5.915378755e-07, -1.75682191e-06, -6.318462804e-07, -1.774149579e-06, 0, 0, 0
6, 18, 0, -1.001748423e-06, -2.723539067e-07, -1.019483082e-06, -2.300184387e-07, 0, 0, 0
6, 19, 0, -1.019483082e-06, -2.300184387e-07, -1.054952401e-06, -1.453475027e-07, 0, 0, 0
6, 20, 0, -1.054952401e-06, -1.453475027e-07, -1.072687061e-06, -1.030120347e-07, 0, 0, 0
7, 21, 0, -1.618910995e-06, -1.094881967e-06, -1.651305818e-06, -1.132902724e-06, 0, 0, 0
7, 22, 0, -1.651305818e-06, -1.132902724e-06, -1.716095464e-06, -1.208944238e-06, 0, 0, 0
7, 23, 0, -1.716095464e-06, -1.208944238e-06, -1.748490286e-06, -1.246964995e-06, 0, 0, 0
8, 24, 0, -9.051657441e-07, -1.079638256e-06, -9.091072661e-07, -1.127400899e-06, 0, 0, 0
8, 25, 0, -9.091072661e-07, -1.127400899e-06, -9.169903102e-07, -1.222926184e-06, 0, 0, 0
8, 26, 0, -9.169903102e-07, -1.222926184e-06, -9.209318323e-07, -1.270688827e-06, 0, 0, 0
9, 27, 0, -9.541683776e-07, -7.050092569e-07, -9.85913118e-07, -7.242585968e-07, 0, 0, 0
9, 28, 0, -9.85913118e-07, -7.242585968e-07, -1.049402599e-06, -7.627572765e-07, 0, 0, 0
9, 29, 0, -1.049402599e-06, -7.627572765e-07, -1.081147339e-06, -7.820066164e-07, 0, 0, 0
#--------------------------------------------------
Time (s): 6
# NucRegions: 
# xmin, ymin, xmax, ymax
!NC, -1e-06, -1e-06, 1e-06
nActin: 10 nSubunits: 30
# actinID, SubunitID, birthtime (s), xStart (m), yStart (m), xEnd (m), yEnd (m), pointed capped, barbed capped, branch
0, 0, 0, -7.894031226e-07, -8.74932086e-07, -8.119210558e-07, -8.445712118e-07, 0, 0, 0
0, 1, 0, -8.119210558e-07, -8.445712118e-07, -8.569569222e-07, -7.838494633e-07, 0, 0, 0
0, 2, 0, -8.569569222e-07, -7.838494633e-07, -8.794748554e-07, -7.534885891e-07, 0, 0, 0
1, 3, 0, -1.096247399e-06, -1.110624127e-06, -1.139905445e-06, -1.140051962e-06, 0, 0, 0
1, 4, 0, -1.139905445e-06, -1.140051962e-06, -1.227221538e-06, -1.198907632e-06, 0, 0, 0
1, 5, 0, -1.227221538e-06, -1.198907632e-06, -1.270879585e-06, -1.228335467e-06, 0, 0, 0
2, 6, 0, -1.104061256e-06, -7.699685256e-07, -1.143357626e-06, -7.555734642e-07, 0, 0, 0
2, 7, 0, -1.143357626e-06, -7.555734642e-07, -1.221950367e-06, -7.267833412e-07, 0, 0, 0
2, 8, 0, -1.221950367e-06, -7.267833412e-07, -1.261246737e-06, -7.123882797e-07, 0, 0, 0
3, 9, 0, -6.733553131e-07, -7.107216799e-07, -6.623445936e-07, -6.63385393e-07, 0, 0, 0
3, 10, 0, -6.623445936e-07, -6.63385393e-07, -6.403231548e-07, -5.687128192e-07, 0, 0, 0
3, 11, 0, -6.403231548e-07, -5.687128192e-07, -6.293124353e-07, -5.213765323e-07, 0, 0, 0
4, 12, 0, -1.009150993e-06, -1.016358482e-06, -1.012184244e-06, -1.067568729e-06, 0, 0, 0
4, 13, 0, -1.012184244e-06, -1.067568729e-06, -1.018250747e-06, -1.169989223e-06, 0, 0, 0
4, 14, 0, -1.018250747e-06, -1.169989223e-06, -1.021283998e-06, -1.22119947e-06, 0, 0, 0
5, 15, 0, -4.706126611e-07, -1.704838902e-06, -5.109210659e-07, -1.722166571e-06, 0, 0, 0
5, 16, 0, -5.109210659e-07, -1.722166571e-06, -5.915378755e-07, -1.75682191e-06, 0, 0, 0
5, 17, 0, -5.915378755e-07, -1.75682191e-06, -6.318462804e-07, -1.774149579e-06, 0, 0, 0
6, 18, 0, -1.001748423e-06, -2.723539067e-07, -1.02000469e-06, -2.287732779e-07, 0, 0, 0
6, 19, 0, -1.02000469e-06, -2.287732779e-07, -1.056517224e-06, -1.416120202e-07, 0, 0, 0
6, 20, 0, -1.056517224e-06, -1.416120202e-07, -1.074773492e-06, -9.803139138e-08, 0, 0, 0
7, 21, 0, -1.618910995e-06, -1.094881967e-06, -1.652619122e-06, -1.134444106e-06, 0, 0, 0
7, 22, 0, -1.652619122e-06, -1.134444106e-06, -1.720035374e-06, -1.213568384e-06, 0, 0, 0
7, 23, 0, -1.720035374e-06, -1.213568384e-06, -1.753743501e-06, -1.253130523e-06, 0, 0, 0
8, 24, 0, -9.051657441e-07, -1.079638256e-06, -9.092182949e-07, -1.128746326e-06, 0, 0, 0
8, 25, 0, -9.092182949e-07, -1.128746326e-06, -9.173233966e-07, -1.226962464e-06, 0, 0, 0
8, 26, 0, -9.173233966e-07, -1.226962464e-06, -9.213759474e-07, -1.276070533e-06, 0, 0, 0
9, 27, 0, -9.541683776e-07, -7.050092569e-07, -9.864902951e-07, -7.246085848e-07, 0, 0, 0
9, 28, 0, -9.864902951e-07, -7.246085848e-07, -1.05113413e-06, -7.638072405e-07, 0, 0, 0
9, 29, 0, -1.05113413e-06, -7.638072405e-07, -1.083456047e-06, -7.834065684e-07, 0, 0, 0
#--------------------------------------------------
Time (s): 6.1
# NucRegions: 
# xmin, ymin, xmax, ymax
!NC, -1e-06, -1e-06, 1e-06
nActin: 10 nSubunits: 30
# actinID, SubunitID, birthtime (s), xStart (m), yStart (m), xEnd (m), yEnd (m), pointed capped, barbed capped, branch
0, 0, 0, -7.877946988e-07, -8.771007199e-07, -8.115189498e-07, -8.451133702e-07, 0, 0, 0
0, 1, 0, -8.115189498e-07, -8.451133702e-07, -8.58967452e-07, -7.81138671e-07, 0, 0, 0
0, 2, 0, -8.58967452e-07, -7.81138671e-07, -8.82691703e-07, -7.491513213e-07, 0, 0, 0
1, 3, 0, -1.096247399e-06, -1.110624127e-06, -1.140465164e-06, -1.140429242e-06, 0, 0, 0
